Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts","46","Congo","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","75856","F","FAO estimate"
"SCL","Supply Utilization Accounts","46","Congo","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","76124","F","FAO estimate"
"SCL","Supply Utilization Accounts","48","Costa Rica","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","756","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","48","Costa Rica","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1175","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","48","Costa Rica","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","1402","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","48","Costa Rica","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1770","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","48","Costa Rica","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","2364","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","107","Côte d'Ivoire","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","107","Côte d'Ivoire","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","24158","F","FAO estimate"
"SCL","Supply Utilization Accounts","107","Côte d'Ivoire","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","107","Côte d'Ivoire","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","107","Côte d'Ivoire","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","98","Croatia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","48524","F","FAO estimate"
"SCL","Supply Utilization Accounts","98","Croatia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","49628","F","FAO estimate"
"SCL","Supply Utilization Accounts","98","Croatia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","54558","F","FAO estimate"
"SCL","Supply Utilization Accounts","98","Croatia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","57600","F","FAO estimate"
"SCL","Supply Utilization Accounts","98","Croatia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","59506","F","FAO estimate"
"SCL","Supply Utilization Accounts","49","Cuba","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","174216","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","49","Cuba","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","199649","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","49","Cuba","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","251112","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","49","Cuba","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","248387","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","49","Cuba","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","228764","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","50","Cyprus","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","8945","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","50","Cyprus","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","9086","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","50","Cyprus","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","10212","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","50","Cyprus","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","9008","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","50","Cyprus","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","9233","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","167","Czechia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","85900","F","FAO estimate"
"SCL","Supply Utilization Accounts","167","Czechia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","89846","F","FAO estimate"
"SCL","Supply Utilization Accounts","167","Czechia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","118225","F","FAO estimate"
"SCL","Supply Utilization Accounts","167","Czechia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","117302","F","FAO estimate"
"SCL","Supply Utilization Accounts","167","Czechia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","123600","F","FAO estimate"
"SCL","Supply Utilization Accounts","116","Democratic People's Republic of Korea","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","17929","F","FAO estimate"
"SCL","Supply Utilization Accounts","116","Democratic People's Republic of Korea","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","7586","F","FAO estimate"
"SCL","Supply Utilization Accounts","116","Democratic People's Republic of Korea","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","6124","F","FAO estimate"
"SCL","Supply Utilization Accounts","116","Democratic People's Republic of Korea","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","7696","F","FAO estimate"
"SCL","Supply Utilization Accounts","116","Democratic People's Republic of Korea","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","4743","F","FAO estimate"
"SCL","Supply Utilization Accounts","54","Denmark","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","75623","F","FAO estimate"
"SCL","Supply Utilization Accounts","54","Denmark","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","74798","F","FAO estimate"
"SCL","Supply Utilization Accounts","54","Denmark","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","67463","F","FAO estimate"
"SCL","Supply Utilization Accounts","54","Denmark","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","68512","F","FAO estimate"
"SCL","Supply Utilization Accounts","54","Denmark","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","83507","F","FAO estimate"
"SCL","Supply Utilization Accounts","72","Djibouti","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1307","F","FAO estimate"
"SCL","Supply Utilization Accounts","72","Djibouti","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1311","F","FAO estimate"
"SCL","Supply Utilization Accounts","72","Djibouti","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","1637","F","FAO estimate"
"SCL","Supply Utilization Accounts","72","Djibouti","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1777","F","FAO estimate"
"SCL","Supply Utilization Accounts","72","Djibouti","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","2431","F","FAO estimate"
"SCL","Supply Utilization Accounts","55","Dominica","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","4429","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","55","Dominica","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","4408","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","55","Dominica","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","4775","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","55","Dominica","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","5047","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","55","Dominica","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","5007","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","56","Dominican Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","357026","F","FAO estimate"
"SCL","Supply Utilization Accounts","56","Dominican Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","547301","F","FAO estimate"
"SCL","Supply Utilization Accounts","56","Dominican Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","416481","F","FAO estimate"
"SCL","Supply Utilization Accounts","56","Dominican Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","598183","F","FAO estimate"
"SCL","Supply Utilization Accounts","56","Dominican Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","606055","F","FAO estimate"
"SCL","Supply Utilization Accounts","58","Ecuador","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","369390","F","FAO estimate"
"SCL","Supply Utilization Accounts","58","Ecuador","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","355957","F","FAO estimate"
"SCL","Supply Utilization Accounts","58","Ecuador","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","352603","F","FAO estimate"
"SCL","Supply Utilization Accounts","58","Ecuador","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","300000","F","FAO estimate"
"SCL","Supply Utilization Accounts","58","Ecuador","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","300000","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1199427","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1262363","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","1126076","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1254137","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","1178614","F","FAO estimate"
"SCL","Supply Utilization Accounts","60","El Salvador","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","58157","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","61794","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","64615","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","63783","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","69827","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","14077","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","17600","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","16705","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","19428","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","20397","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","5677","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","2852","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","2252","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","238","Ethiopia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","422219","F","FAO estimate"
"SCL","Supply Utilization Accounts","238","Ethiopia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","429683","F","FAO estimate"
"SCL","Supply Utilization Accounts","238","Ethiopia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","475807","F","FAO estimate"
"SCL","Supply Utilization Accounts","238","Ethiopia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","443771","F","FAO estimate"
"SCL","Supply Utilization Accounts","238","Ethiopia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","452023","F","FAO estimate"
"SCL","Supply Utilization Accounts","66","Fiji","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","4310","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","4525","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","3549","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","3743","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","4202","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","67","Finland","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","80065","F","FAO estimate"
"SCL","Supply Utilization Accounts","67","Finland","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","93752","F","FAO estimate"
"SCL","Supply Utilization Accounts","67","Finland","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","98070","F","FAO estimate"
"SCL","Supply Utilization Accounts","67","Finland","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","99636","F","FAO estimate"
"SCL","Supply Utilization Accounts","67","Finland","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","97732","F","FAO estimate"
"SCL","Supply Utilization Accounts","68","France","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","260040","F","FAO estimate"
"SCL","Supply Utilization Accounts","68","France","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","264176","F","FAO estimate"
"SCL","Supply Utilization Accounts","68","France","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","278538","F","FAO estimate"
"SCL","Supply Utilization Accounts","68","France","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","385398","F","FAO estimate"
"SCL","Supply Utilization Accounts","68","France","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","439004","F","FAO estimate"
"SCL","Supply Utilization Accounts","70","French Polynesia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","187","F","FAO estimate"
"SCL","Supply Utilization Accounts","70","French Polynesia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","186","F","FAO estimate"
"SCL","Supply Utilization Accounts","70","French Polynesia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","179","F","FAO estimate"
"SCL","Supply Utilization Accounts","70","French Polynesia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","171","F","FAO estimate"
"SCL","Supply Utilization Accounts","70","French Polynesia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","173","F","FAO estimate"
"SCL","Supply Utilization Accounts","74","Gabon","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","15715","F","FAO estimate"
"SCL","Supply Utilization Accounts","74","Gabon","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","16248","F","FAO estimate"
"SCL","Supply Utilization Accounts","74","Gabon","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","16781","F","FAO estimate"
"SCL","Supply Utilization Accounts","74","Gabon","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","16975","F","FAO estimate"
"SCL","Supply Utilization Accounts","74","Gabon","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","17295","F","FAO estimate"
"SCL","Supply Utilization Accounts","75","Gambia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","75","Gambia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","75","Gambia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","75","Gambia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","75","Gambia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","33","F","FAO estimate"
"SCL","Supply Utilization Accounts","73","Georgia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","32209","F","FAO estimate"
"SCL","Supply Utilization Accounts","73","Georgia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","15806","F","FAO estimate"
"SCL","Supply Utilization Accounts","73","Georgia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","15764","F","FAO estimate"
"SCL","Supply Utilization Accounts","73","Georgia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","21638","F","FAO estimate"
"SCL","Supply Utilization Accounts","73","Georgia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","23316","F","FAO estimate"
"SCL","Supply Utilization Accounts","79","Germany","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","968400","F","FAO estimate"
"SCL","Supply Utilization Accounts","79","Germany","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","966397","F","FAO estimate"
"SCL","Supply Utilization Accounts","79","Germany","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","981638","F","FAO estimate"
"SCL","Supply Utilization Accounts","79","Germany","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1020666","F","FAO estimate"
"SCL","Supply Utilization Accounts","79","Germany","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","961594","F","FAO estimate"
"SCL","Supply Utilization Accounts","81","Ghana","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","31724","F","FAO estimate"
"SCL","Supply Utilization Accounts","81","Ghana","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","29051","F","FAO estimate"
"SCL","Supply Utilization Accounts","81","Ghana","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","21528","F","FAO estimate"
"SCL","Supply Utilization Accounts","81","Ghana","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","81","Ghana","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","84","Greece","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","99152","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","84","Greece","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","106106","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","84","Greece","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","116775","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","84","Greece","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","127052","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","84","Greece","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","147006","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","86","Grenada","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1575","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","86","Grenada","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1409","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","86","Grenada","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","1406","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","86","Grenada","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1377","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","86","Grenada","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","1347","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","89","Guatemala","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","70171","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","89","Guatemala","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","89350","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","89","Guatemala","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","72863","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","89","Guatemala","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","87790","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","89","Guatemala","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","80304","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","90","Guinea","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","161536","F","FAO estimate"
"SCL","Supply Utilization Accounts","90","Guinea","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","169977","F","FAO estimate"
"SCL","Supply Utilization Accounts","90","Guinea","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","174477","F","FAO estimate"
"SCL","Supply Utilization Accounts","90","Guinea","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","178206","F","FAO estimate"
"SCL","Supply Utilization Accounts","90","Guinea","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","181952","F","FAO estimate"
"SCL","Supply Utilization Accounts","175","Guinea-Bissau","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","7657","F","FAO estimate"
"SCL","Supply Utilization Accounts","175","Guinea-Bissau","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","7402","F","FAO estimate"
"SCL","Supply Utilization Accounts","175","Guinea-Bissau","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","7772","F","FAO estimate"
"SCL","Supply Utilization Accounts","175","Guinea-Bissau","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","8049","F","FAO estimate"
"SCL","Supply Utilization Accounts","175","Guinea-Bissau","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","8326","F","FAO estimate"
"SCL","Supply Utilization Accounts","91","Guyana","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","10069","F","FAO estimate"
"SCL","Supply Utilization Accounts","91","Guyana","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","10069","F","FAO estimate"
"SCL","Supply Utilization Accounts","91","Guyana","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","13235","F","FAO estimate"
"SCL","Supply Utilization Accounts","91","Guyana","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","13252","F","FAO estimate"
"SCL","Supply Utilization Accounts","91","Guyana","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","14253","F","FAO estimate"
"SCL","Supply Utilization Accounts","93","Haiti","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","207375","F","FAO estimate"
"SCL","Supply Utilization Accounts","93","Haiti","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","208715","F","FAO estimate"
"SCL","Supply Utilization Accounts","93","Haiti","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","199178","F","FAO estimate"
"SCL","Supply Utilization Accounts","93","Haiti","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","198040","F","FAO estimate"
"SCL","Supply Utilization Accounts","93","Haiti","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","196793","F","FAO estimate"
"SCL","Supply Utilization Accounts","95","Honduras","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","29016","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","95","Honduras","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","45659","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","95","Honduras","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","88347","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","95","Honduras","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","65562","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","95","Honduras","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","33827","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","97","Hungary","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","34258","F","FAO estimate"
"SCL","Supply Utilization Accounts","97","Hungary","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","38109","F","FAO estimate"
"SCL","Supply Utilization Accounts","97","Hungary","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","32594","F","FAO estimate"
"SCL","Supply Utilization Accounts","97","Hungary","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","33807","F","FAO estimate"
"SCL","Supply Utilization Accounts","97","Hungary","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","35326","F","FAO estimate"
"SCL","Supply Utilization Accounts","99","Iceland","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","3549","F","FAO estimate"
"SCL","Supply Utilization Accounts","99","Iceland","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","3624","F","FAO estimate"
"SCL","Supply Utilization Accounts","99","Iceland","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","3513","F","FAO estimate"
"SCL","Supply Utilization Accounts","99","Iceland","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","3665","F","FAO estimate"
"SCL","Supply Utilization Accounts","99","Iceland","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","3495","F","FAO estimate"
"SCL","Supply Utilization Accounts","100","India","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","23725148","F","FAO estimate"
"SCL","Supply Utilization Accounts","100","India","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","23296611","F","FAO estimate"
