,Element,Year,Value,Country,PopTotal,ValuePerCapita
816,Export Quantity,2015,7893,Denmark,5688.695,1.3874886946830514
817,Food supply,2015,74798,Denmark,5688.695,13.148534066248939
818,Loss,2015,4352,Denmark,5688.695,0.765026073642549
819,Residuals,2015,0,Denmark,5688.695,0.0
820,Export Quantity,2015,937,Dominica,71.175,13.164734808570426
821,Feed,2015,1866,Dominica,71.175,26.217070600632244
822,Food supply,2015,4408,Dominica,71.175,61.93185809624166
823,Loss,2015,11796,Dominica,71.175,165.73234984193888
824,Other uses (non-food),2015,0,Dominica,71.175,0.0
825,Residuals,2015,0,Dominica,71.175,0.0
826,Tourist consumption,2015,5419,Dominica,71.175,76.13628380751669
827,Export Quantity,2015,138317,Dominican Republic,10281.675,13.452769125653166
828,Food supply,2015,547301,Dominican Republic,10281.675,53.230723593188856
829,Loss,2015,94643,Dominican Republic,10281.675,9.205017664923274
830,Processed,2015,344595,Dominican Republic,10281.675,33.515453464537636
831,Residuals,2015,0,Dominican Republic,10281.675,0.0
832,Tourist consumption,2015,5234,Dominican Republic,10281.675,0.5090610236172608
833,Export Quantity,2015,6070352,Ecuador,16212.021999999999,374.43521850636523
834,Food supply,2015,355957,Ecuador,16212.021999999999,21.956360532942778
835,Loss,2015,38184,Ecuador,16212.021999999999,2.355289179844439
836,Processed,2015,729939,Ecuador,16212.021999999999,45.02455029977137
837,Residuals,2015,0,Ecuador,16212.021999999999,0.0
838,Export Quantity,2015,0,El Salvador,6325.121,0.0
839,Feed,2015,3869,El Salvador,6325.121,0.6116879028875495
840,Food supply,2015,61794,El Salvador,6325.121,9.769615474549814
841,Loss,2015,11599,El Salvador,6325.121,1.8337989107243955
842,Processed,2015,66,El Salvador,6325.121,0.010434582990586267
843,Residuals,2015,0,El Salvador,6325.121,0.0
844,Export Quantity,2015,2,Estonia,1315.33,0.0015205309694145196
845,Food supply,2015,17600,Estonia,1315.33,13.380672530847773
846,Residuals,2015,0,Estonia,1315.33,0.0
847,Export Quantity,2015,5818,Eswatini,1104.038,5.269746150041937
848,Food supply,2015,2852,Eswatini,1104.038,2.583244417311723
849,Loss,2015,545,Eswatini,1104.038,0.493642428974365
850,Residuals,2015,0,Eswatini,1104.038,0.0
851,Export Quantity,2015,11560,Ethiopia,100835.45300000001,0.1146422181492059
852,Food supply,2015,429683,Ethiopia,100835.45300000001,4.261229430882806
853,Loss,2015,43921,Ethiopia,100835.45300000001,0.4355710089386914
854,Residuals,2015,0,Ethiopia,100835.45300000001,0.0
855,Export Quantity,2015,12,Fiji,868.632,0.013814826071339763
856,Food supply,2015,4525,Fiji,868.632,5.209340664401036
857,Loss,2015,442,Fiji,868.632,0.5088460936276813
858,Other uses (non-food),2015,27,Fiji,868.632,0.031083358660514464
859,Residuals,2015,0,Fiji,868.632,0.0
860,Tourist consumption,2015,268,Fiji,868.632,0.3085311155932547
861,Export Quantity,2015,2011,Finland,5481.128000000001,0.3668952814092281
862,Food supply,2015,93752,Finland,5481.128000000001,17.10450841505617
863,Loss,2015,5093,Finland,5481.128000000001,0.9291882984670308
864,Processed,2015,1001,Finland,5481.128000000001,0.18262664181533433
865,Residuals,2015,0,Finland,5481.128000000001,0.0
866,Export Quantity,2015,286642,France,64453.194,4.447289299580715
867,Food supply,2015,264176,France,64453.194,4.09872627879388
868,Loss,2015,28990,France,64453.194,0.4497837609102816
869,Processed,2015,0,France,64453.194,0.0
870,Residuals,2015,0,France,64453.194,0.0
871,Export Quantity,2015,0,Gabon,1947.69,0.0
872,Food supply,2015,16248,Gabon,1947.69,8.342189978898078
873,Loss,2015,1805,Gabon,1947.69,0.9267388547458785
874,Residuals,2015,0,Gabon,1947.69,0.0
875,Export Quantity,2015,179,Georgia,4024.18,0.04448111167989503
876,Food supply,2015,15806,Georgia,4024.18,3.9277567106839157
877,Residuals,2015,0,Georgia,4024.18,0.0
878,Export Quantity,2015,370142,Germany,81787.411,4.525659823123635
879,Food supply,2015,966397,Germany,81787.411,11.815962728053588
880,Loss,2015,52043,Germany,81787.411,0.6363204234451193
881,Residuals,2015,0,Germany,81787.411,0.0
882,Export Quantity,2015,51126,Ghana,27849.202999999998,1.8358155527826059
883,Food supply,2015,29051,Ghana,27849.202999999998,1.0431537304676188
884,Loss,2015,7328,Ghana,27849.202999999998,0.2631314081052876
885,Residuals,2015,0,Ghana,27849.202999999998,0.0
886,Export Quantity,2015,23117,Greece,10659.737,2.168627612482372
887,Food supply,2015,106106,Greece,10659.737,9.953904116020874
888,Loss,2015,268,Greece,10659.737,0.025141333224262475
889,Other uses (non-food),2015,11767,Greece,10659.737,1.1038733882458827
890,Residuals,2015,0,Greece,10659.737,0.0
891,Export Quantity,2015,0,Grenada,109.603,0.0
892,Feed,2015,373,Grenada,109.603,3.403191518480334
893,Food supply,2015,1409,Grenada,109.603,12.855487532275577
894,Loss,2015,384,Grenada,109.603,3.5035537348430243
895,Other uses (non-food),2015,0,Grenada,109.603,0.0
896,Residuals,2015,0,Grenada,109.603,0.0
897,Tourist consumption,2015,169,Grenada,109.603,1.541928596844977
898,Export Quantity,2015,2151601,Guatemala,16252.425,132.38645925146557
899,Feed,2015,370270,Guatemala,16252.425,22.782446311858077
900,Food supply,2015,89350,Guatemala,16252.425,5.49764112124806
901,Loss,2015,1172965,Guatemala,16252.425,72.17169130145194
902,Processed,2015,24321,Guatemala,16252.425,1.4964536061541587
903,Residuals,2015,0,Guatemala,16252.425,0.0
904,Tourist consumption,2015,133,Guatemala,16252.425,0.008183394170408417
905,Export Quantity,2015,691540,Honduras,9112.904,75.88579886279939
906,Feed,2015,0,Honduras,9112.904,0.0
907,Food supply,2015,45659,Honduras,9112.904,5.010367715933362
908,Loss,2015,40941,Honduras,9112.904,4.492640326288964
909,Residuals,2015,0,Honduras,9112.904,0.0
910,Tourist consumption,2015,362,Honduras,9112.904,0.03972389043053674
911,Export Quantity,2015,1085,Hungary,9777.925,0.110964238322548
912,Food supply,2015,38109,Hungary,9777.925,3.897452680399983
913,Loss,2015,2063,Hungary,9777.925,0.21098545959393228
914,Residuals,2015,0,Hungary,9777.925,0.0
915,Export Quantity,2015,6,Iceland,330.23699999999997,0.018168769701759648
916,Food supply,2015,3624,Iceland,330.23699999999997,10.973936899862826
917,Loss,2015,73,Iceland,330.23699999999997,0.22105336470474238
918,Residuals,2015,0,Iceland,330.23699999999997,0.0
919,Tourist consumption,2015,-37,Iceland,330.23699999999997,-0.1120407464941845
920,Export Quantity,2015,80189,India,1310152.392,0.06120585703590426
921,Food supply,2015,23296611,India,1310152.392,17.781603989164033
922,Loss,2015,5844200,India,1310152.392,4.460702461549984
923,Residuals,2015,0,India,1310152.392,0.0
924,Export Quantity,2015,2526,Indonesia,258383.25699999998,0.009776175241881095
925,Food supply,2015,8317071,Indonesia,258383.25699999998,32.18889295137262
926,Loss,2015,795281,Indonesia,258383.25699999998,3.07791228128996
927,Processed,2015,379758,Indonesia,258383.25699999998,1.469746934879763
928,Residuals,2015,0,Indonesia,258383.25699999998,0.0
929,Tourist consumption,2015,1422,Indonesia,258383.25699999998,0.005503452570845177
930,Export Quantity,2015,2044,Ireland,4652.42,0.4393412460611896
931,Food supply,2015,51840,Ireland,4652.42,11.142588158420779
932,Loss,2015,3942,Ireland,4652.42,0.84730097454658
933,Processed,2015,21020,Ireland,4652.42,4.518078763310277
934,Residuals,2015,0,Ireland,4652.42,0.0
935,Export Quantity,2015,31697,Italy,60578.489,0.5232385376928104
936,Food supply,2015,647989,Italy,60578.489,10.696684758842368
937,Loss,2015,27,Italy,60578.489,0.000445702764227084
938,Processed,2015,0,Italy,60578.489,0.0
939,Residuals,2015,0,Italy,60578.489,0.0
940,Export Quantity,2015,1,Jamaica,2891.0240000000003,0.0003458982007759188
941,Feed,2015,744,Jamaica,2891.0240000000003,0.2573482613772836
942,Food supply,2015,48658,Jamaica,2891.0240000000003,16.830714653354658
943,Loss,2015,4590,Jamaica,2891.0240000000003,1.5876727415614673
944,Residuals,2015,0,Jamaica,2891.0240000000003,0.0
945,Tourist consumption,2015,816,Jamaica,2891.0240000000003,0.28225293183314976
946,Export Quantity,2015,24,Jordan,9266.573,0.002589954236587787
947,Food supply,2015,49302,Jordan,9266.573,5.320413490510462
948,Loss,2015,3922,Jordan,9266.573,0.42324168816238755
949,Residuals,2015,0,Jordan,9266.573,0.0
950,Export Quantity,2015,42,Kazakhstan,17572.01,0.002390164813245611
951,Food supply,2015,47993,Kazakhstan,17572.01,2.7312185686213475
952,Residuals,2015,0,Kazakhstan,17572.01,0.0
953,Export Quantity,2015,1,Kenya,47878.33900000001,2.0886271764774458e-05
954,Food supply,2015,1096866,Kenya,47878.33900000001,22.909441365541102
955,Loss,2015,193658,Kenya,47878.33900000001,4.044793617422692
956,Residuals,2015,0,Kenya,47878.33900000001,0.0
957,Tourist consumption,2015,529,Kenya,47878.33900000001,0.011048837763565689
958,Export Quantity,2015,85379,Kuwait,3835.5879999999997,22.259690039701866
959,Food supply,2015,46628,Kuwait,3835.5879999999997,12.156675847353783
960,Loss,2015,0,Kuwait,3835.5879999999997,0.0
961,Residuals,2015,0,Kuwait,3835.5879999999997,0.0
962,Export Quantity,2015,32,Kyrgyzstan,5959.126,0.005369914984177209
963,Food supply,2015,8741,Kyrgyzstan,5959.126,1.4668258398966558
964,Residuals,2015,0,Kyrgyzstan,5959.126,0.0
965,Export Quantity,2015,75196,Lao People's Democratic Republic,6741.16,11.154756748096768
966,Food supply,2015,672309,Lao People's Democratic Republic,6741.16,99.73194524384527
967,Loss,2015,39464,Lao People's Democratic Republic,6741.16,5.854185333088074
968,Residuals,2015,0,Lao People's Democratic Republic,6741.16,0.0
969,Tourist consumption,2015,2304,Lao People's Democratic Republic,6741.16,0.34178093977891044
970,Export Quantity,2015,21955,Latvia,1997.675,10.990276196077941
971,Food supply,2015,14749,Latvia,1997.675,7.383082833794286
972,Residuals,2015,0,Latvia,1997.675,0.0
973,Export Quantity,2015,19801,Lebanon,6532.681,3.031067948978375
974,Food supply,2015,115569,Lebanon,6532.681,17.690899035174073
975,Loss,2015,15041,Lebanon,6532.681,2.302423767515971
976,Residuals,2015,0,Lebanon,6532.681,0.0
977,Export Quantity,2015,13,Lesotho,2059.011,0.00631371080581891
978,Food supply,2015,402,Lesotho,2059.011,0.19523936491840016
979,Residuals,2015,0,Lesotho,2059.011,0.0
980,Export Quantity,2015,14261,Lithuania,2931.8720000000003,4.864127765468615
981,Food supply,2015,25991,Lithuania,2931.8720000000003,8.864984555942414
982,Processed,2015,1742,Lithuania,2931.8720000000003,0.5941596358913349
983,Residuals,2015,0,Lithuania,2931.8720000000003,0.0
984,Export Quantity,2015,191,Luxembourg,566.741,0.3370146151416608
985,Food supply,2015,4136,Luxembourg,566.741,7.297866221078059
986,Loss,2015,228,Luxembourg,566.741,0.4023001688602025
987,Residuals,2015,0,Luxembourg,566.741,0.0
988,Export Quantity,2015,107,Madagascar,24234.08,0.004415269735843077
989,Food supply,2015,340282,Madagascar,24234.08,14.041465572450036
990,Loss,2015,31113,Madagascar,24234.08,1.283853152255006
991,Residuals,2015,0,Madagascar,24234.08,0.0
992,Export Quantity,2015,22305,Malaysia,30270.965,0.7368446958991892
993,Food supply,2015,255005,Malaysia,30270.965,8.424078981294452
994,Loss,2015,58146,Malaysia,30270.965,1.9208505576218002
995,Residuals,2015,0,Malaysia,30270.965,0.0
996,Export Quantity,2015,416801,Mexico,121858.25099999999,3.4203756953642808
997,Food supply,2015,1655268,Mexico,121858.25099999999,13.58355291017594
998,Loss,2015,189442,Mexico,121858.25099999999,1.5546095438379468
999,Processed,2015,613,Mexico,121858.25099999999,0.005030434910804686
1000,Residuals,2015,0,Mexico,121858.25099999999,0.0
1001,Export Quantity,2015,118849,Mozambique,27042.001,4.394978019562975
1002,Food supply,2015,517678,Mozambique,27042.001,19.1434798038799
1003,Loss,2015,33501,Mozambique,27042.001,1.2388506309130007
1004,Residuals,2015,0,Mozambique,27042.001,0.0
1005,Export Quantity,2015,11442,Myanmar,52680.724,0.2171951926856586
1006,Food supply,2015,0,Myanmar,52680.724,0.0
1007,Residuals,2015,0,Myanmar,52680.724,0.0
1008,Export Quantity,2015,0,Namibia,2314.901,0.0
1009,Food supply,2015,3607,Namibia,2314.901,1.5581659863639958
1010,Residuals,2015,0,Namibia,2314.901,0.0
1011,Export Quantity,2015,1,Nepal,27015.033,3.701642711300778e-05
1012,Food supply,2015,233650,Nepal,27015.033,8.648888194954269
1013,Loss,2015,19624,Nepal,27015.033,0.7264103656656647
1014,Residuals,2015,0,Nepal,27015.033,0.0
1015,Tourist consumption,2015,74,Nepal,27015.033,0.002739215606362576
1016,Export Quantity,2015,440450,Netherlands,16938.492,26.002905099226073
1017,Food supply,2015,207433,Netherlands,16938.492,12.24624954807075
1018,Loss,2015,6774,Netherlands,16938.492,0.3999175369330399
1019,Processed,2015,22764,Netherlands,16938.492,1.3439212888608976
1020,Residuals,2015,0,Netherlands,16938.492,0.0
1021,Export Quantity,2015,13,New Zealand,4614.527,0.0028171901475492504
1022,Food supply,2015,51970,New Zealand,4614.527,11.262259382164196
1023,Loss,2015,8445,New Zealand,4614.527,1.8300900612348785
1024,Processed,2015,24026,New Zealand,4614.527,5.206600806539869
1025,Residuals,2015,0,New Zealand,4614.527,0.0
1026,Export Quantity,2015,77125,Nicaragua,6223.234,12.393074083346376
1027,Food supply,2015,0,Nicaragua,6223.234,0.0
1028,Loss,2015,6564,Nicaragua,6223.234,1.054757060396572
1029,Residuals,2015,-2946,Nicaragua,6223.234,-0.4733873095564139
1030,Export Quantity,2015,31,Nigeria,181137.454,0.00017114075148698954
1031,Residuals,2015,0,Nigeria,181137.454,0.0
1032,Export Quantity,2015,0,North Macedonia,2079.335,0.0
1033,Food supply,2015,0,North Macedonia,2079.335,0.0
1034,Residuals,2015,0,North Macedonia,2079.335,0.0
1035,Export Quantity,2015,0,Norway,5199.827,0.0
1036,Food supply,2015,80382,Norway,5199.827,15.458591218515538
1037,Loss,2015,4231,Norway,5199.827,0.813680916692036
1038,Residuals,2015,0,Norway,5199.827,0.0
1039,Export Quantity,2015,53488,Pakistan,199426.953,0.26820848032512434
1040,Food supply,2015,53907,Pakistan,199426.953,0.27030950024092276
1041,Loss,2015,10686,Pakistan,199426.953,0.0535835294038715
1042,Residuals,2015,0,Pakistan,199426.953,0.0
1043,Export Quantity,2015,267936,Panama,3968.49,67.5158561568758
1044,Feed,2015,13188,Panama,3968.49,3.3231783373524943
1045,Food supply,2015,44313,Panama,3968.49,11.166211833720132
1046,Loss,2015,8441,Panama,3968.49,2.1270054857137097
1047,Processed,2015,0,Panama,3968.49,0.0
1048,Residuals,2015,1,Panama,3968.49,0.00025198501193149034
1049,Export Quantity,2015,32694,Paraguay,6688.746,4.887911725157451
1050,Feed,2015,3762,Paraguay,6688.746,0.5624372640252747
1051,Food supply,2015,16264,Paraguay,6688.746,2.43154695962442
1052,Loss,2015,17574,Paraguay,6688.746,2.6273983195056294
1053,Residuals,2015,0,Paraguay,6688.746,0.0
1054,Export Quantity,2015,191192,Peru,30470.738999999998,6.274609880646479
1055,Food supply,2015,62624,Peru,30470.738999999998,2.0552176302648912
1056,Loss,2015,16200,Peru,30470.738999999998,0.531657601084109
1057,Processed,2015,4,Peru,30470.738999999998,0.0001312734817491627
1058,Residuals,2015,0,Peru,30470.738999999998,0.0
1059,Export Quantity,2015,1223133,Philippines,102113.20599999999,11.978205835589964
1060,Feed,2015,332043,Philippines,102113.20599999999,3.251714572549999
1061,Food supply,2015,3795890,Philippines,102113.20599999999,37.17335052627767
1062,Loss,2015,489102,Philippines,102113.20599999999,4.789801624679183
1063,Residuals,2015,0,Philippines,102113.20599999999,0.0
1064,Export Quantity,2015,22109,Poland,38034.076,0.5812945212603561
1065,Food supply,2015,89490,Poland,38034.076,2.352890076782725
1066,Loss,2015,31900,Poland,38034.076,0.8387215716769352
1067,Processed,2015,175501,Poland,38034.076,4.614309547049335
1068,Residuals,2015,0,Poland,38034.076,0.0
1069,Export Quantity,2015,6479,Portugal,10368.346,0.6248826958513923
1070,Food supply,2015,146058,Portugal,10368.346,14.086914151977568
1071,Loss,2015,17346,Portugal,10368.346,1.6729765769776588
1072,Processed,2015,3581,Portugal,10368.346,0.345378134564568
1073,Residuals,2015,0,Portugal,10368.346,0.0
1074,Export Quantity,2015,377,Republic of Korea,50823.087,0.007417888645764473
1075,Food supply,2015,344916,Republic of Korea,50823.087,6.786600743083552
1076,Loss,2015,18173,Republic of Korea,50823.087,0.3575737144813734
1077,Residuals,2015,0,Republic of Korea,50823.087,0.0
1078,Export Quantity,2015,19,Romania,19925.182,0.0009535671995367469
1079,Food supply,2015,78166,Romania,19925.182,3.922975458894177
1080,Loss,2015,4115,Romania,19925.182,0.2065225803207218
1081,Residuals,2015,0,Romania,19925.182,0.0
1082,Export Quantity,2015,27343,Russian Federation,144985.059,0.18859184655709937
1083,Food supply,2015,1199167,Russian Federation,144985.059,8.270969493484152
1084,Residuals,2015,0,Russian Federation,144985.059,0.0
1085,Export Quantity,2015,5,Rwanda,11369.066,0.00043978986488423937
1086,Food supply,2015,847683,Rwanda,11369.066,74.56047840693334
1087,Loss,2015,249616,Rwanda,11369.066,21.95571738258886
1088,Residuals,2015,0,Rwanda,11369.066,0.0
1089,Export Quantity,2015,14165,Saint Lucia,179.13099999999997,79.07620679837662
1090,Feed,2015,1323,Saint Lucia,179.13099999999997,7.385656307395148
1091,Food supply,2015,2252,Saint Lucia,179.13099999999997,12.571804991877455
1092,Loss,2015,812,Saint Lucia,179.13099999999997,4.532995405597022
1093,Other uses (non-food),2015,0,Saint Lucia,179.13099999999997,0.0
1094,Residuals,2015,0,Saint Lucia,179.13099999999997,0.0
1095,Tourist consumption,2015,146,Saint Lucia,179.13099999999997,0.8150459719423216
1096,Export Quantity,2015,3136,Saint Vincent and the Grenadines,109.135,28.73505291611307
1097,Feed,2015,47548,Saint Vincent and the Grenadines,109.135,435.6805790992807
1098,Food supply,2015,3110,Saint Vincent and the Grenadines,109.135,28.496815870252437
1099,Loss,2015,4919,Saint Vincent and the Grenadines,109.135,45.07261648417098
1100,Residuals,2015,0,Saint Vincent and the Grenadines,109.135,0.0
1101,Tourist consumption,2015,19,Saint Vincent and the Grenadines,109.135,0.1740963027443075
1102,Export Quantity,2015,7,Samoa,193.51,0.03617384114516046
1103,Feed,2015,3250,Samoa,193.51,16.794997674538784
1104,Food supply,2015,14436,Samoa,193.51,74.6007958245052
1105,Loss,2015,1815,Samoa,193.51,9.37936023978089
1106,Other uses (non-food),2015,0,Samoa,193.51,0.0
1107,Residuals,2015,0,Samoa,193.51,0.0
1108,Tourist consumption,2015,2167,Samoa,193.51,11.198387680223245
1109,Export Quantity,2015,6860,Saudi Arabia,31717.676,0.21628318543893318
1110,Food supply,2015,217992,Saudi Arabia,31717.676,6.872886903819813
1111,Loss,2015,6954,Saudi Arabia,31717.676,0.2192468325863471
1112,Residuals,2015,0,Saudi Arabia,31717.676,0.0
1113,Export Quantity,2015,130,Serbia,8876.777,0.014644955032665573
1114,Food supply,2015,49050,Serbia,8876.777,5.525654187324972
1115,Residuals,2015,0,Serbia,8876.777,0.0
1116,Export Quantity,2015,0,Seychelles,94.98100000000001,0.0
1117,Food supply,2015,1666,Seychelles,94.98100000000001,17.540350175298215
1118,Loss,2015,166,Seychelles,94.98100000000001,1.7477179646455605
1119,Other uses (non-food),2015,0,Seychelles,94.98100000000001,0.0
1120,Residuals,2015,0,Seychelles,94.98100000000001,0.0
1121,Tourist consumption,2015,154,Seychelles,94.98100000000001,1.6213769069603392
1122,Export Quantity,2015,17058,Slovakia,5435.6140000000005,3.1381919319510176
1123,Food supply,2015,43318,Slovakia,5435.6140000000005,7.9692928894509425
1124,Loss,2015,3280,Slovakia,5435.6140000000005,0.6034276900456875
1125,Processed,2015,1941,Slovakia,5435.6140000000005,0.35708937389593887
1126,Residuals,2015,0,Slovakia,5435.6140000000005,0.0
1127,Export Quantity,2015,38772,Slovenia,2071.199,18.719591888563098
1128,Food supply,2015,26093,Slovenia,2071.199,12.59801689745891
1129,Loss,2015,7207,Slovenia,2071.199,3.479627017973647
1130,Residuals,2015,0,Slovenia,2071.199,0.0
1131,Export Quantity,2015,7959,South Africa,55386.369000000006,0.14369961677755044
1132,Food supply,2015,415144,South Africa,55386.369000000006,7.495418231875788
1133,Loss,2015,36452,South Africa,55386.369000000006,0.6581402727447253
1134,Residuals,2015,0,South Africa,55386.369000000006,0.0
1135,Export Quantity,2015,73362,Spain,46671.919,1.5718659436309015
1136,Food supply,2015,296742,Spain,46671.919,6.358041545281221
1137,Loss,2015,79927,Spain,46671.919,1.7125286834681042
1138,Processed,2015,164795,Spain,46671.919,3.5309240230726315
1139,Residuals,2015,0,Spain,46671.919,0.0
1140,Export Quantity,2015,21,Sri Lanka,20908.023999999998,0.0010043990766415805
1141,Residuals,2015,0,Sri Lanka,20908.023999999998,0.0
1142,Export Quantity,2015,63674,Suriname,559.136,113.87927087506439
1143,Feed,2015,788,Suriname,559.136,1.4093172323012648
1144,Food supply,2015,3150,Suriname,559.136,5.6336919819149545
1145,Loss,2015,1380,Suriname,559.136,2.468093630172266
1146,Residuals,2015,0,Suriname,559.136,0.0
1147,Export Quantity,2015,37611,Sweden,9764.949,3.851633019281514
1148,Food supply,2015,76886,Sweden,9764.949,7.873671434433502
1149,Loss,2015,10289,Sweden,9764.949,1.0536665373265133
1150,Processed,2015,81000,Sweden,9764.949,8.294974198021924
1151,Residuals,2015,0,Sweden,9764.949,0.0
1152,Export Quantity,2015,0,Switzerland,8296.775,0.0
1153,Food supply,2015,85955,Switzerland,8296.775,10.360049537320224
1154,Loss,2015,1213,Switzerland,8296.775,0.1462013854780924
1155,Residuals,2015,0,Switzerland,8296.775,0.0
1156,Export Quantity,2015,33838,Thailand,68714.519,0.49244323459500605
1157,Food supply,2015,616644,Thailand,68714.519,8.973998639210441
1158,Loss,2015,86474,Thailand,68714.519,1.258453107995997
1159,Processed,2015,309911,Thailand,68714.519,4.510123981221494
1160,Residuals,2015,0,Thailand,68714.519,0.0
1161,Export Quantity,2015,24,Trinidad and Tobago,1370.332,0.01751400390562287
1162,Food supply,2015,11153,Trinidad and Tobago,1370.332,8.138903564975495
1163,Loss,2015,1246,Trinidad and Tobago,1370.332,0.9092687027669206
1164,Residuals,2015,0,Trinidad and Tobago,1370.332,0.0
1165,Tourist consumption,2015,39,Trinidad and Tobago,1370.332,0.028460256346637163
1166,Export Quantity,2015,20,Tunisia,11179.951000000001,0.001788916606164016
1167,Food supply,2015,55897,Tunisia,11179.951000000001,4.9997535767375005
1168,Loss,2015,4209,Tunisia,11179.951000000001,0.37647749976721717
1169,Residuals,2015,0,Tunisia,11179.951000000001,0.0
1170,Export Quantity,2015,12,Turkey,78529.413,0.0001528089863603081
1171,Food supply,2015,400522,Turkey,78529.413,5.10028006958361
1172,Loss,2015,48905,Turkey,78529.413,0.6227602898292389
1173,Processed,2015,39609,Turkey,78529.413,0.5043842617287869
1174,Residuals,2015,0,Turkey,78529.413,0.0
1175,Export Quantity,2015,1023,Uganda,38225.447,0.026762276972196034
1176,Food supply,2015,530468,Uganda,38225.447,13.877352434884541
1177,Loss,2015,23676,Uganda,38225.447,0.6193779761424373
1178,Residuals,2015,0,Uganda,38225.447,0.0
1179,Export Quantity,2015,7,Ukraine,44921.636,0.0001558269160099156
1180,Food supply,2015,145763,Ukraine,44921.636,3.244828394050475
1181,Residuals,2015,0,Ukraine,44921.636,0.0
1182,Export Quantity,2015,3403,United Arab Emirates,9262.896,0.36737970500802336
1183,Food supply,2015,129214,United Arab Emirates,9262.896,13.949633030533862
1184,Loss,2015,7373,United Arab Emirates,9262.896,0.7959713679177656
1185,Other uses (non-food),2015,0,United Arab Emirates,9262.896,0.0
1186,Residuals,2015,0,United Arab Emirates,9262.896,0.0
1187,Tourist consumption,2015,7478,United Arab Emirates,9262.896,0.8073069156773431
1188,Export Quantity,2015,206,United Republic of Tanzania,51482.638,0.004001348959624019
1189,Food supply,2015,2508961,United Republic of Tanzania,51482.638,48.73411886935553
1190,Loss,2015,716907,United Republic of Tanzania,51482.638,13.925218828141634
1191,Processed,2015,358460,United Republic of Tanzania,51482.638,6.96273567022731
1192,Residuals,2015,0,United Republic of Tanzania,51482.638,0.0
1193,Export Quantity,2015,567916,United States of America,320878.312,1.7698796670309087
1194,Food supply,2015,3752871,United States of America,320878.312,11.69562061271377
1195,Loss,2015,231898,United States of America,320878.312,0.7226976437098684
1196,Processed,2015,85266,United States of America,320878.312,0.2657269027269129
1197,Residuals,2015,0,United States of America,320878.312,0.0
1198,Export Quantity,2015,172,Venezuela (Bolivarian Republic of),30081.827,0.00571773782224065
1199,Food supply,2015,456482,Venezuela (Bolivarian Republic of),30081.827,15.174676724256143
1200,Loss,2015,82444,Venezuela (Bolivarian Republic of),30081.827,2.7406580059116754
1201,Residuals,2015,0,Venezuela (Bolivarian Republic of),30081.827,0.0
1202,Export Quantity,2015,11578,Viet Nam,92677.082,0.12492840462974439
1203,Food supply,2015,1757230,Viet Nam,92677.082,18.96078255895023
1204,Loss,2015,175928,Viet Nam,92677.082,1.8982902374936665
1205,Residuals,2015,0,Viet Nam,92677.082,0.0
1206,Export Quantity,2015,25041,Yemen,26497.881,0.9450189620822887
1207,Food supply,2015,84203,Yemen,26497.881,3.1777257962627274
1208,Loss,2015,9985,Yemen,26497.881,0.3768225844172219
1209,Residuals,2015,0,Yemen,26497.881,0.0
1210,Export Quantity,2015,1,Zambia,15879.37,6.297479056159028e-05
1211,Food supply,2015,3093,Zambia,15879.37,0.19478102720699875
1212,Loss,2015,344,Zambia,15879.37,0.02166332795318706
1213,Residuals,2015,0,Zambia,15879.37,0.0
1214,Export Quantity,2015,0,Zimbabwe,13814.642,0.0
1215,Food supply,2015,196532,Zimbabwe,13814.642,14.22635490662733
1216,Loss,2015,21837,Zimbabwe,13814.642,1.5807141437324255
1217,Residuals,2015,0,Zimbabwe,13814.642,0.0
1218,Feed,2015,108,New Caledonia,271.062,0.39843283086526327
1219,Food supply,2015,1727,New Caledonia,271.062,6.37123610096583
1220,Loss,2015,181,New Caledonia,271.062,0.6677439109871542
1221,Other uses (non-food),2015,0,New Caledonia,271.062,0.0
1222,Residuals,2015,133,New Caledonia,271.062,0.49066265282481497
1223,Tourist consumption,2015,10,New Caledonia,271.062,0.03689192878382067
1224,Feed,2015,112819,Papua New Guinea,8107.772,13.914920153156748
1225,Food supply,2015,1120000,Papua New Guinea,8107.772,138.13905965781967
1226,Loss,2015,104981,Papua New Guinea,8107.772,12.948193412444258
1227,Residuals,2015,-84260,Papua New Guinea,8107.772,-10.39249747032847
1228,Food supply,2015,18086,Albania,2890.5240000000003,6.256997001235761
1229,Processed,2015,2224,Albania,2890.5240000000003,0.7694106674084006
1230,Residuals,2015,0,Albania,2890.5240000000003,0.0
1231,Food supply,2015,221378,Algeria,39728.02,5.572339119845389
1232,Loss,2015,24598,Algeria,39728.02,0.6191599782722623
1233,Residuals,2015,0,Algeria,39728.02,0.0
1234,Food supply,2015,1078597,Angola,27884.38,38.68104652138581
1235,Loss,2015,719064,Angola,27884.38,25.787340439342742
1236,Processed,2015,1797661,Angola,27884.38,64.46838696072855
1237,Residuals,2015,0,Angola,27884.38,0.0
1238,Food supply,2015,1172,Antigua and Barbuda,93.571,12.525248207243697
1239,Loss,2015,136,Antigua and Barbuda,93.571,1.4534417714890298
1240,Residuals,2015,0,Antigua and Barbuda,93.571,0.0
1241,Tourist consumption,2015,50,Antigua and Barbuda,93.571,0.5343535924592021
1242,Food supply,2015,559719,Argentina,43075.416,12.993931387685263
1243,Loss,2015,42129,Argentina,43075.416,0.9780288598953985
